time,radius,frequency,efficiency
5000,30,0.450107661975938,216.953443005693
6000,30,0.450101918282409,217.038714682113
7000,30,0.450098384911111,217.081237680304
8000,30,0.450098361510078,217.10582826338
9000,30,0.450098347558091,217.121844541302
10000,30,0.455943815597315,3875.6821508398
