time,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,efficiency,exitflag
10000,0.117649,0.178319647631196,0,0.217019716271402,0.0589863918927907,1.63270785780156e-18,0,0,0,0,0,0,0,0,0,0,0,1.88724006255954e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95383165335215e-16,0,1.95436976721715e-16,4.51567218371447e-18,1.9245642381396e-16,30366122.9302274,2
