time,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,efficiency,exitflag
10000,0.396307317633714,0.396196686367817,0.395445006633509,0.393806812487621,0.390615300904173,0.38464161085137,0.374510428317078,0.35804661905053,0.332101078949215,0.279840406583595,0.123574931804353,0,0,0,0,843008.514174974,2
